2,3.2119768016904193
29,3.952230046948357
32,3.8980546909737663
47,4.053492566302111
50,4.334372207803259
112,3.412573591253154
151,3.539037729866836
223,3.8695505380882045
253,3.4966446604759143
260,4.190671901948552
293,4.050573554487676
296,4.174231169217055
318,4.446990499637029
337,3.75583021083832
367,3.1747178920428105
541,4.133705693507174
589,3.9319539085828037
593,4.17705650958151
653,3.216847519729425
919,3.9816805288974195
924,3.9557478319407595
1009,3.137672811059908
1036,3.9338465081088194
1079,3.849623869065772
1080,3.9811256506299557
1089,4.089361317170255
1090,3.919977226720648
1097,3.7549181581765336
1136,4.174146075581396
1193,4.24807897901911
1196,4.188202061218635
1198,4.219009123455364
1200,4.005642137763728
1201,4.123240894039735
1208,4.108899956691208
1214,4.041783855429476
1215,3.7253187906006895
1217,4.173611111111111
1219,4.076899587765281
1222,4.033179786554775
1240,3.8963923539441803
1243,3.9315461943513643
1246,3.8938066023955593
1249,3.8832773382464505
1258,4.011533532678342
1259,3.999134781772736
1261,3.772085259373395
1262,4.137655906089509
1266,3.9883400466398133
1278,3.996785311857891
1291,4.007592710997442
1304,4.0536379997428975
1321,3.5597913322632424
1333,3.7520609318996416
1348,3.8980219192729217
1350,3.5562730627306274
1358,4.015463534309717
1370,3.417934398870274
1374,3.6956836343044106
1387,3.805304944063515
1525,2.428358208955224
1584,3.6533158901076783
1750,2.2195467422096318
1848,3.029855868222375
1920,2.8075582953631733
1967,3.6311258278145697
1994,3.5173941945490803
1997,3.7441799535893403
2021,3.3096028321717004
2100,3.2230619003141716
2118,3.649055489964581
2138,3.7062076346771318
2140,3.5909774436090225
2143,3.2806451612903227
2173,3.5286259541984735
2174,3.472783670202121
2193,3.451611153303678
2194,3.884503302681
2253,2.693609022556391
2288,3.7969498656071052
2291,3.7270963821632233
2542,3.988678629690049
2628,3.0809832961385
2644,3.741080038572806
2648,3.859565605474561
2664,3.7720809995691513
2683,3.2111273376333616
2692,4.025309765693817
2716,3.7472686430005786
2761,3.8480432972522896
2762,4.0549989750948034
2804,4.030887583114272
2872,3.603513174404015
2918,3.9436677102543207
2944,3.851750700280112
2947,3.744306049822064
2959,4.227123123722136
2968,3.594822571262362
3000,4.096298619824341
3030,4.211716774374825
3037,3.980287627076618
3081,3.5441042394772833
3153,3.601982097186701
3265,3.9778936017253774
3438,2.813371036154312
3476,3.6765234765234767
3479,3.5724579663730984
3489,3.165929203539823
3499,3.7507114711033274
3889,2.4542536115569824
3932,3.5762362637362637
3996,3.903248306098047
3997,2.0703468490473864
4011,4.042146790032355
4027,3.891130068348836
4105,3.6886700468018723
