username,author_id,tweet_id,texto,text
marcoporchile,1104890851833065475,1461078582403469314,@marcoporchile @CPCchile pasaba por aquí y aprovecho de saludarte #DoctorCafiche     KAST PRESIDENTE!,@marcoporchile @CPCchile was passing by and I take this opportunity to greet you #DoctorCafiche KAST PRESIDENT!
marcoporchile,4915843341,1461078030965563398,@marcoporchile @CPCchile Bien Marco   vamos con fuerza,@marcoporchile @CPCchile Well Marco  we're going hard
marcoporchile,50057815,1461075362662825986,@marcoporchile @CPCchile Con la derecha no se negocia.,@marcoporchile @CPCchile With the right is not negotiated.
marcoporchile,915706346569371649,1461073032038944769,@marcoporchile @CPCchile Y por que no hiciste el mismo trato con tus amigos empresarios brasileños ??,@marcoporchile @CPCchile And why didn't you make the same deal with your Brazilian businessman friends?
marcoporchile,3168020213,1461070719916265474,@marcoporchile @CPCchile Bien compañero!!! Sabia de tu inteligencia y capacidad para hacer llegar tu Programa! Te felicito  Marco Antonio! Eres quien Chile necesita para salvar a las y los chilenos. Abrazos!,@marcoporchile @CPCchile Good partner!!! I knew about your intelligence and ability to deliver your Program! I congratulate you  Marco Antonio! You're who Chile needs to save the Chileans. Hugs!
marcoporchile,3399230463,1461070282215415809,@marcoporchile @CPCchile Lo q dijo el profe Artés con una economía centralmente planificada al igual q China ,@marcoporchile @CPCchile What Professor Artes said with a centrally planned economy like China 
marcoporchile,1406047993699225606,1461081399541252096,@marcoporchile @gabrielboric @ProvosteYasna Me encanta que plantees ya tu derrota !!! no sirvieron tus ataques del Lunes pasado a Kast  mala estrategia  al final fortaleciste a Kast !!,@marcoporchile @gabrielboric @ProvosteYasna I love that you already raise your defeat! did not serve your last Monday attacks on Kast  bad strategy  in the end you strengthened Kast!!
marcoporchile,1352288992117596161,1461081397175619587,@marcoporchile @gabrielboric @ProvosteYasna ¡DÉJATE DE HABLAR HUEAS!,@marcoporchile @gabrielboric @ProvosteYasna STOP TALKING HUEAS!
marcoporchile,1343689571616358402,1461081391458709505,@marcoporchile Concentre sus energías en las asesorías que hace en el extranjero  que es para lo único q le sirven sus bravatas públicas  sus ataques y su marketing. Claro  además de cobrar por los votos que saque. Basta de circo!!!,@marcoporchile Focus your energy on the advice you do abroad  which is the only thing your public bravado  your attacks and your marketing are for. Sure  besides getting paid for the votes I get. Enough of the circus!!!
marcoporchile,1003372792954413057,1461081380729720835,@marcoporchile @gabrielboric @ProvosteYasna Aterriza Marco   ya das pena .,@marcoporchile @gabrielboric @ProvosteYasna Marco lands  you're sorry.
marcoporchile,290295974,1461081373876256768,@marcoporchile @gabrielboric @ProvosteYasna Por qué hay que firmar algo si el apoyo debe ser natural? Quiere algún grado de poder don ME-O? #Seguimos,@marcoporchile @gabrielboric @ProvosteYasna Why do you have to sign something if the support should be natural? Do you want some degree of power with ME-O? #Seguimos
marcoporchile,1207336223540465665,1461081303651012608,@marcoporchile @gabrielboric @ProvosteYasna El Dr. Cafiche tratando de agarrar algo. Salvo asesinando no lograras nada. https,@marcoporchile @gabrielboric @ProvosteYasna Dr. Cafiche trying to grab something. Except by murdering you won't accomplish anything. https
