username,author_id,tweet_id,texto,text
joseantoniokast,130163942,1461079014424997894,@joseantoniokast @masteralfe ️,@joseantoniokast @masteralfe ️
joseantoniokast,1443863871874347008,1461078797156028424,@joseantoniokast ESTAS TRISTE JOSE KAST? https,@joseantoniokast ARE YOU SAD JOSE KAST? https
joseantoniokast,1312441065358721024,1461078659930804225,@joseantoniokast Tanta gente???  Hay mas gente en cualquier paradero de micro a esta hora  ,@joseantoniokast So many people???  There are more people at any bus stop at this hour  
joseantoniokast,118676085,1461078584530022401,@joseantoniokast @vasrifo Como anda pepe zanjas?,@joseantoniokast @vasrifo How is pepe ditches doing?
joseantoniokast,866402184551968768,1461077720222384129,@joseantoniokast mi ciudad!,@joseantoniokast my city!
joseantoniokast,1252263943038525446,1461077554161340416,@joseantoniokast Y de puente alto no subiste fotos?  por qué seráaaaa Eran con cuea 20 payasos,@joseantoniokast And from puente alto you didn't upload photos? why will it be aaaaa They were with cuea 20 clowns
joseantoniokast,51600225,1461076922067308551,@joseantoniokast @Clintjoselint Aguante.  Ya queda poco.,@joseantoniokast @Clintjoselint Hold on. There's little left.
joseantoniokast,1421159746166476805,1461076758745300996,@joseantoniokast Volviste a llenar con el 0000 1% jajaja,@joseantoniokast You filled again with 0000 1% hahaha
joseantoniokast,406963106,1461075968043458566,@joseantoniokast Mucha energía Presidente  fe  amor y paz!!! Gracias por lo que haces por nosotros ️,@joseantoniokast A lot of energy President  faith  love and peace!!! Thank you for what you do for us ️
joseantoniokast,1335471104,1461075028330614792,@joseantoniokast @mmlagoscc @marcoporchile #boric #kast ahi estan los bots que no votan️,@joseantoniokast @mmlagoscc @marcoporchile #boric #kast there are the bots that don't vote ️
joseantoniokast,1335471104,1461074502142541831,@joseantoniokast Bien ahi con los bots ️,@joseantoniokast Well there with the bots ️
joseantoniokast,364588985,1461074439940952066,@joseantoniokast GRANDEEEE.....,@joseantoniokast GRANDEEEE...
joseantoniokast,61038887,1461074432248598531,@joseantoniokast Vamos !!! #AtreveteConKast  #AtrevetePorChile https,@joseantoniokast Come on!!! #AtreveteConKast  #AtrevetePorChile https
joseantoniokast,1389492815042949121,1461072923117207552,@joseantoniokast Vamos chile  . Chile no caerá.,@joseantoniokast Let's go chili. Chile won't fall.
joseantoniokast,137013996,1461072442571563010,@joseantoniokast vamos que se puede!,@joseantoniokast let's go that you can!
joseantoniokast,1241796531470114816,1461071087597498370,@joseantoniokast --Eres un GRANDE..José Antonio. Todo el éxito del mundo Siempre  #KastEsUnCampeon,@joseantoniokast You're a BIG.. José Antonio. All the success in the world Always  #KastEsUnCampeon
joseantoniokast,1424122718404894723,1461070867903905793,@joseantoniokast Vamos que se puede!!,@joseantoniokast Let's go that you can!!
joseantoniokast,903339745140408320,1461070244617797640,@joseantoniokast Con todo hacia adelante Kast  Chile necesita un nuevo cambio  con políticos que vean las necesidades reales de la gente  cambiemos la política. Muchas fuerza y convicción vamos #AtreveteConKast #KAST2022 ️,@joseantoniokast With everything moving forward Kast  Chile needs a new change  with politicians who see the real needs of the people  let's change politics. A lot of strength and conviction we go #AtreveteConKast #KAST2022 ️
joseantoniokast,1379268457825468417,1461069661643198474,@joseantoniokast President  las cosas buenas para Chile hay que imitarlas  desde el primer día del mandato  "No Más Barricadas en Baquedano" se acabó la fiesta para los violentos incendiarios. GASSS Y DEL BUENO. https,@joseantoniokast President  the good things for Chile must be imitated  from the first day of the term  No More Barricades in Baquedano the party for violent arsonists is over. GASSS AND DEL BUENO. https
joseantoniokast,1190328688295985152,1461069574632263681,@joseantoniokast BENDITO SEA EL SEÑOR ,@joseantoniokast BLESSED BE THE LORD 
joseantoniokast,1404627782416703490,1461069471255310337,@joseantoniokast Vamos José Antonio  la gente está viendo la verdad no la caricatura que te quieren imponer. A la distancia lo único que es espero es que Chile no se deje caer.,@joseantoniokast Come on José Antonio  people are seeing the truth not the cartoon they want to impose on you. From a distance  the only thing I hope is that Chile does not fall.
joseantoniokast,180524713,1461069271509790721,@joseantoniokast Gigante Presidente!!! Ya estamos listos como Apoderado General para defender los Votos ,@joseantoniokast Giant President!!! We are ready as Attorney General to defend the votes 
joseantoniokast,1113070879,1461068300012736514,@joseantoniokast La cara de Dictador Cobarde se le nota de lejos...!!!,@joseantoniokast The face of Coward Dictator is noticeable from afar...!!!
joseantoniokast,1113070879,1461068063982370819,@joseantoniokast  yo creo que si anda de Capitán América le puede ir mejor...!!!  ,@joseantoniokast I think if he walks Captain America he can do better...!!!  
joseantoniokast,1068679771658309632,1461067493615681537,@joseantoniokast La variante DELTA está muy feliz con esa foto ️,@joseantoniokast The DELTA variant is very happy with that photo ️
joseantoniokast,1319431744836243457,1461067282017304581,@joseantoniokast Un honor tener al presidente por mis tierras. Le amo. ,@joseantoniokast An honor to have the president for my lands. I love him. 
joseantoniokast,1287095500446015489,1461066763156787206,@joseantoniokast Ponte la mascarilla aweonao!,@joseantoniokast Put on your aweonao mask!
joseantoniokast,1354128594709131264,1461066607669743629,@joseantoniokast Espectacular que hermoso!! Vamos vamos que se puede #KastPresidente2022,@joseantoniokast Spectacular how beautiful!! Come on  come on  you can. #KastPresidente2022
joseantoniokast,183006511,1461066379998547972,@joseantoniokast Buena.... En mi tierra natal,@joseantoniokast Good... In my homeland
joseantoniokast,1447797163757473796,1461066375422611457,@joseantoniokast la prensa falsa y los señores comentaristas de la elite  la radio q no para de mentir  programas mañaneros con sus titulares chantas; todos unos torcidos metiendo bulla para callarnos -- pero somos inamovibles  leales y firmes con Kast️ estamos en nuestro propio #UniversoKast,@joseantoniokast the fake press and the gentlemen commentators of the elite  the radio that does not stop lying  morning programs with their headlines chantas; all crooked getting noisy to shut us up  but we are immovable  loyal and firm with Kast ️ we are on our own #UniversoKast
joseantoniokast,1054763440856842240,1461066007225765907,@joseantoniokast Grande Kast!! #KastEsUnCampeon,@joseantoniokast Big Kast!! #KastEsUnCampeon
joseantoniokast,1416163994570829825,1461078956434669580,@joseantoniokast A ellos mismos son políticos delincuentes narcos. https,@joseantoniokast They are themselves drug criminals politicians. https
joseantoniokast,1405609873857974275,1461078878764494849,@joseantoniokast Carabineros no debe hacer caso a la Izquierda. Los perros de Carabineros. Son maravillosos y bien https mas noble Institución es Carabineros de Chile. La más sufrida. Mal pagada. Son excelentes los Carabineros Chilenos. Un orgullo. Hay que protegerlos.,@joseantoniokast Carabineros should not listen to the Left. The Carabineros dogs. They are wonderful and well https noblest Institution is Carabineros de Chile. The most suffered. Poorly paid. The Chilean Carabineros are excellent. A pride. We have to protect them.
joseantoniokast,1252263943038525446,1461077999634186242,@joseantoniokast Por qué este conchetumare miente tanto? Lo peor es que los monos que lo siguen le creen todo. Preocupante,@joseantoniokast Why does this conchetumare lie so much? The worst thing is that the monkeys that follow him believe everything. Worrying
joseantoniokast,1249520729055363072,1461077466445803520,@joseantoniokast Dándoles luz verde para sus ilícitos.,@joseantoniokast Giving them the green light for their illicit.
joseantoniokast,960516466427777024,1461077424750268416,@joseantoniokast Muchos diciendo que hay q usar tecnología  pero mientras no este implementada esa tecnología y la preparación de las policías para aquello  es ridículo sacar a los canes antidrogas y de búsqueda  solo dejarían a las policías con los brazos mas cruzados aún.. primero lo primero.️,@joseantoniokast Many saying that we have to use technology  but as long as that technology is not implemented and the preparation of the police for that  it is ridiculous to take out the anti-drug and search dogs  they would only leave the police with their arms even more crossed.. first things first. ️
joseantoniokast,1188947709094514688,1461077094696374272,@joseantoniokast Es obvio  los perros adiestrados son usados en todo el mundo para combatir el narco tráfico  si en Chile quieren eliminarlos  ya esta más q claro q la izquierda quiere proteger el narco tráfico  corta!.  Firmes con Kast!! ️ #KastPresidente2022,@joseantoniokast It is obvious that trained dogs are used all over the world to combat drug trafficking  if in Chile they want to eliminate them  it is already clear that the left wants to protect drug trafficking  cut it!  Sign with Kast!! ️ #KastPresidente2022
joseantoniokast,2595837263,1461075194815025154,@joseantoniokast Porque @Mayafernandeza y @GaelDioutada tienen sus narices con caspa ¿se atreven? https,@joseantoniokast Because @Mayafernandeza and @GaelDioutada have their noses with dandruff do they dare? https
joseantoniokast,1291527369895837696,1461075082567159815,@joseantoniokast Con esto queda clarisimo que en la IZQ tienen a narcos weando...,@joseantoniokast With this it is very clear that in the LEFT they have narcos wando...
joseantoniokast,1385045864155127808,1461074571071610880,@joseantoniokast ️️Q cositas más ricas !los amó  ,@joseantoniokast ️️ Q richer little things! loved them  
joseantoniokast,1385045864155127808,1461074114823659521,@joseantoniokast Alex ya Poh cuenta por q te ríes y quien es Gatos ? SOS es infiltrado?,@joseantoniokast Alex already Poh tells why you laugh and who is Cats? SOS is infiltrator?
joseantoniokast,922469635391459329,1461074003574018058,@joseantoniokast Los zurdeques son muy amigos de los narcotraficantes  a quién le cabe duda.,@joseantoniokast The lefties are very close friends with drug traffickers  who have doubts.
joseantoniokast,158984094,1461073938080010247,@joseantoniokast Aquí es donde los ignorantes se juntan a alabar las estupideces de otro fanatice?,@joseantoniokast This is where the ignorant come together to praise the stupid things of another fanatice?
joseantoniokast,1376229885119770634,1461073920841302020,@joseantoniokast El trabajo más hermoso que realizan los perritos  de Carabineros de Chile   los conozco de cerca son un gran apoyo para desbaratar a los narcos. Quién está contra ellos es porque quiere proteger a los narcotraficantes.,@joseantoniokast The most beautiful work that doggies do  from Carabineros de Chile  I know them closely are a great support to disrupt the drug traffickers. Who is against them is because he wants to protect drug traffickers.
joseantoniokast,119111022,1461073462957596683,@joseantoniokast Estos perritos  podrían pasarlos por el congreso quizás que se sorpresa tendrían,@joseantoniokast These doggies could pass them through the congress maybe they would be surprised they would have
joseantoniokast,2214650923,1461073020815130625,@joseantoniokast Comunistas Drogos.... Kast Presidente de Chile 2022 y,@joseantoniokast Communists Drugs... Kast President of Chile 2022 and
joseantoniokast,1461070103169142784,1461072893366968324,@joseantoniokast Protengen a los que les venden droga a todos estos niños diputados de extrema izquierda.,@joseantoniokast They take care of those who sell drugs to all these far-left deputies.
joseantoniokast,1338951305189085191,1461072534246498310,@joseantoniokast A LOS NARCOS  SEM DUVIDA,@joseantoniokast TO THE NARCOS  SEM DUVIDA
joseantoniokast,1187843632004550664,1461072506844901382,@joseantoniokast Hay que ser duro con el narcotráfico y también con autoridades drogadictas.,@joseantoniokast You have to be tough on drug trafficking and also on drug addicts.
joseantoniokast,1404204153963008000,1461071292996718604,@joseantoniokast A los narcos?,@joseantoniokast To the drug dealers?
joseantoniokast,2700721002,1461071088260042753,@joseantoniokast Quizás lo hacen para que no logren detectar el contrabando. Quieren proteger a los narcotraficantes. Por eso no les conviene tener estos lindos perritos.,@joseantoniokast Maybe they're doing it so they can't detect smuggling. They want to protect drug traffickers. That's why they don't want to have these cute little dogs.
joseantoniokast,1453112752076120068,1461070990998478848,@joseantoniokast Oooh el mitomano de chile! La idea no incluye a los animales de rescate ni los de narcóticos  es para los q se usan en orden público ️q bueno q ya todos cachamos como mientes,@joseantoniokast Oooh the chili mitomano! The idea does not include rescue animals or narcotics  it is for those who are used in public order ️ well that we all hunt as you lie
joseantoniokast,992954305501114369,1461070279237455873,@joseantoniokast La Izquierda Nos Hace Pensar que están Aliados con los Traficantes porque hace Rato están encontrá las Policías...,@joseantoniokast The Left Makes Us Think They're Allied with the Traffickers because they've been finding the cops for a while...
joseantoniokast,919726873,1461070232387309580,@joseantoniokast @NEORAM27 Son mafiosos.,@joseantoniokast @NEORAM27 They're mobsters.
joseantoniokast,1199770724413644800,1461069749870284804,@joseantoniokast Grande Presidente!,@joseantoniokast Great President!
joseantoniokast,462438890,1461069473482297344,@joseantoniokast Compartir libertad o comunismo!!! https,@joseantoniokast Share freedom or communism!!! https
joseantoniokast,1191051700620156929,1461069272843751432,@joseantoniokast Que lindos ejemplares en beneficio de la sociedad.,@joseantoniokast What beautiful copies for the benefit of society.
joseantoniokast,1315956152576937984,1461069219882274816,@joseantoniokast Bueno y viéndolo de otra manera   ésto quiere decir que quieren protejer el tráfico de drogas . Si piensan en eliminar los perros.,@joseantoniokast Well  seeing it differently  this means that they want to protect drug trafficking. If you think about eliminating the dogs.
joseantoniokast,136479517,1461068946216415232,@joseantoniokast Están cuidando su negocio  ya saben por quién votar.,@joseantoniokast They're looking after their business  they know who to vote for.
joseantoniokast,540360777,1461068913039618055,@joseantoniokast Iniciativa de diputados faloperos.,@joseantoniokast Initiative of falopera deputies.
joseantoniokast,1315956152576937984,1461068730256052226,@joseantoniokast Pero los perros son indispensables para él control de los traficantes de drogas . Ellos con su olfato y el adiestramiento hacen una excelente labor . Viva carabineros de Chile.,@joseantoniokast But dogs are indispensable for him to control drug dealers. They do an excellent job with their nose and training. Long live carabineros of Chile.
