username,author_id,tweet_id,texto,text
ProvosteYasna,3227580061,1461062695684231168,@ProvosteYasna @PPD_Chile Mi solidaridad,@ProvosteYasna @PPD_Chile My solidarity
ProvosteYasna,1440870591985184771,1461061587549278215,@ProvosteYasna PROVOSTE POR CULPA DEL SENADOR DC HUENCHUMILLA  SE TRABO EL CUARTO RETIRO. USTED HA JUGADO CON LA MISERIA DE LA GENTE NEGANDO LA POSIBILIDAD DE QUE LAS PERSONAS PUEDAN UTILIZAR SU DINERO. EL 21N NO+DC,@ProvosteYasna PROVOKED BECAUSE OF SENATOR DC HUENCHUMILLA THE FOURTH RETIREMENT WAS SHUNG. YOU'VE PLAYED ON PEOPLE'S MISERY BY DENYING THE POSSIBILITY THAT PEOPLE COULD USE THEIR MONEY. THE 21N NO+DC
ProvosteYasna,2730306924,1461060896516542468,Abrazamos a Romy  Lucas  a su familia  amigos y compañeros del @PPD_Chile por tan irreparable partida. Nuestras oraciones por su eterno descanso y para que la paz y el consuelo los acompañen en estos momentos de dolor.,We embraced Romy  Lucas  his family  friends and colleagues from @PPD_Chile for such an irreparable departure. Our prayers for their eternal rest and for peace and comfort to accompany them in these moments of pain.
ProvosteYasna,300881730,1461079018535636997,@ProvosteYasna Fomentadores del desorden    30 años mintiendo y robando,@ProvosteYasna Disorder Promoters  30 Years Lying and Stealing
ProvosteYasna,840659075960459264,1461065583747809298,@ProvosteYasna NO voten por nadie que cachen que tenga olor a derecha  por favor. Ejemplo este personaje...,@ProvosteYasna DO NOT vote for anyone you find that smells right  please. Example this character...
ProvosteYasna,550966062,1461060553200189441,@ProvosteYasna Unos sinvergüenzas todos los políticos.salvaron a Piñera otra vez. Y en la AFP me siguen robando .Exijo mi 100% . Y vamos todos a votar el domingo. Para cambiar toda la manga de zanganos  del Congreso. ,@ProvosteYasna Some scoundrels all politicians saved Piñera again. And in the AFP they keep stealing from me. I demand my 100%. And we're all going to vote on Sunday. To change the whole manga of congressional zanganos. 
ProvosteYasna,1443252532621582341,1461059017065877515,@ProvosteYasna Basta de ésta casta política institucional de derecha e izquierda llena de ladrones  vagos y sinverguenzas que con escasa representatividad  formación y ética  buscan seguir con su CLEPTOCRACIA IMPUNIDAD y ROBOS. ABSTENCIÓN debemos matar esta INSTITUCIONALIDAD trucha y maloliente,@ProvosteYasna Enough of this institutional political caste of the right and left full of thieves  slackers and scoundrels who  with little representation  training and ethics  seek to continue with their KLEPTOCRACY  IMPUNITY and THEFT. ABSTENTION we must kill this institutions trout and smelly
ProvosteYasna,1191140816774938629,1461052427873005573,@ProvosteYasna Yasna Provoste: hasta este momento es más fácil que aparezcan los US$600 millones antes que pases a segunda vuelta.,@ProvosteYasna Yasna Provoste: So far it's easier for the $600 million to appear before you go to the runoff.
ProvosteYasna,1359093740376363008,1461050546094321672,@ProvosteYasna @senadornavarro Y los 600 palos?,@ProvosteYasna @senadornavarro And the 600 sticks?
ProvosteYasna,47922944,1461048421624815631,@ProvosteYasna Provoste es DC  ex concertación y metida en el meollo de la política desastrosa de los últimos 30 años. Ayudaron a la derecha a mantener el neoliberalismo y ella misma tuvo escándalos de millones como ministra de Bachelet. NO A LA DC  hasta Sichel es menos turbio ella. DC NUNCA +,@ProvosteYasna Provoste is DC  former concertation and at the heart of the disastrous politics of the last 30 years. They helped the right to maintain neoliberalism and she herself had scandals of millions as Bachelet's minister. NOT TO DC  even Sichel is less murky. DC NEVER +
ProvosteYasna,116726820,1461046126673420289,@ProvosteYasna Puro bla bla.como lo haría? Usted es pura música y cuento. No se moja con ninguna medida concreta. Verborrea barata no más.,@ProvosteYasna Pure blah blah. How would you do it? You are pure music and story. It does not get wet with any concrete measures. Cheap verbiage no more.
ProvosteYasna,1331330422446428164,1461040712942698500,@ProvosteYasna El problema es q usted hará alianza con los PC,@ProvosteYasna The problem is that you will alliance with PCs
