username,author_id,tweet_id,texto,text
gabrielboric,1405482328890261509,1461079278263705604,@gabrielboric Histórica campaña.. el domingo se verá el gran resultado para el que tanto se ha trabajado https,@gabrielboric Historic campaign.. on Sunday will see the great result for which so much work has been done https
gabrielboric,1136762126570315776,1461079225109209097,@gabrielboric @miranda_cartes https,@gabrielboric @miranda_cartes https
gabrielboric,1423977707923283979,1461079092456042496,@gabrielboric Hermoooosa campaña??,@gabrielboric Beautiful campaign??
gabrielboric,1420205322690519040,1461078902248402945,@gabrielboric La nueva política del frente amplio y sus seguidores les compra el relato del pueulo la dichnidad  https,@gabrielboric The new policy of the broad front and its followers buy them the story of the village la dichnidad https
gabrielboric,1405485186314342405,1461078824389685250,@gabrielboric Increible festival  claro que estaremos acompañando,@gabrielboric Incredible festival  of course we will be accompanying
gabrielboric,38988780,1461078499624726534,@gabrielboric No hay dudas de que el cambio de Chile es contigo al frente Gabriel  te estaremos acompañando! https,@gabrielboric There is no doubt that the change of Chile is with you to the front Gabriel  we will be accompanying you! https
gabrielboric,2751304214,1461078203364216835,@gabrielboric Te acompañaremos como lo hicimos desde el primer día Gabriel!!,@gabrielboric We will accompany you as we did from the first day Gabriel!!
gabrielboric,608717652,1461077686806265868,@gabrielboric Siempre estaremos apoyandote Gabriel.. puedes contar con la juventud!,@gabrielboric We will always be supporting you Gabriel.. you can count on youth!
gabrielboric,1189334956889313280,1461077448834138112,@gabrielboric Nunca va a ser hermoso con los COMUNISTAS  un partido TOTALITARIO que no da confianzas  solo incertidumbre,@gabrielboric It will never be beautiful with the COMMUNISTS  a TOTALITARIAN party that gives no confidence  only uncertainty
gabrielboric,1396585352350117892,1461076409435049986,@gabrielboric Mira  tu compañerE ella iba a ser ministra de??  https,@gabrielboric Look  your colleague  she was going to be the minister of??  https
gabrielboric,1413778574780379136,1461076312987107330,@gabrielboric Y Maduro irá a mandar saludos o le abran dicho que se quede callado mejor?  Boric desmarcándose de todos https,@gabrielboric And Maduro will send greetings or will they open him to stay quiet better? Boric unchecking himself from all https
gabrielboric,1395188897974530048,1461076009042649088,@gabrielboric Sincerate querubín  lo único que quieren es llenarse los bolsillos  ya nos dimos cuenta que son la nueva generación de la concertacion  siempre mintieron con su bandera de lucha  y queda clara sus intenciones con el caso de Karina Oliva y todo lo que está por destaparse.,@gabrielboric Sincerate cherub  all they want is to fill their pockets  we already realized that they are the new generation of the concert  they always lied with their fighting flag  and it is clear their intentions with the case of Karina Oliva and everything that is about to be uncovered.
gabrielboric,1186265602341642241,1461075957020831759,@gabrielboric Alguna posibilidad de algo que ayude a bajar el valor de los libros!!!!??? Nadie piensa en los amantes de los libros https,@gabrielboric Any chance of something that will help lower the value of books!!!!??? No one thinks about book lovers https
gabrielboric,2952203986,1461075628489248768,@gabrielboric La compañere Oliva te esta cagando tu carrera a la presidencia,@gabrielboric Compañere Oliva is screwing up your career to the presidency
gabrielboric,813043305311248384,1461075169628221443,@gabrielboric Y en la vereda de al frente Charly badulaky y crónica,@gabrielboric And on the sidewalk of the front Charly badulaky and chronicle
gabrielboric,1359954993663598592,1461074807597023235,@gabrielboric Urge desvincular a Karina Oliva compañero. Somos de izquierda  pero esa wea es impresentable. Tan feo como los calzoncillos de Parisi!!,@gabrielboric It is urgent to unlink Karina Oliva partner. We're leftist  but that wea is unpresentable. As ugly as Parisi's underpants!!
gabrielboric,1386657672573947906,1461074531397869579,@gabrielboric Menos mal  terminan la mentiras https,@gabrielboric Good thing  end the lies https
gabrielboric,538565195,1461074307220754444,@gabrielboric Vamos carajo!!!! #BoricEnPrimeraVuelta,@gabrielboric Let's go damn it!!!! #BoricEnPrimeraVuelta
gabrielboric,1384930477690216449,1461073152834891780,@gabrielboric Cerdo cerdo asqueroso degenerado  mujeres NO voten por este depravado sexual es un enfermo. Por favor  no tiene. Idea de cómo es  se disfraza de persona pero es un diablo,@gabrielboric Pig filthy degenerate pig  women DO NOT vote for this sexual depraved is a sick man. Please don't have it. Idea of what he is like  disguises himself as a person but he is a devil
gabrielboric,2592056006,1461072462188363780,@gabrielboric " Buennaaa" https,@gabrielboric "Good https
gabrielboric,160786851,1461072425613807616,@gabrielboric Espero algún día tener la oportunidad de conversar con Usted   un. Simple y combativo Chileno  solo 5 minutos . Ven .... Seremos...,@gabrielboric I hope someday to have the opportunity to talk to you  a. Simple and combative Chilean  just 5 minutes. Come... We'll be...
gabrielboric,1355681987282014211,1461070271172038664,@gabrielboric Que opinas de esto: https,@gabrielboric What do you think of this: https
gabrielboric,1410298017954082818,1461069729213435915,@gabrielboric Dime con quien andas y te dire quien eres.   https,@gabrielboric Tell me who you're with and I'll tell you who you are.   https
gabrielboric,96794424,1461069149648478209,@gabrielboric #KastSalvaraChile contra la adversidad y claramente el debate fue orientado contra #kast quien tuvo que defenderse de periodistas potos colorados @anatel con tiempos estrictos mientras que a los demás le daban tiempo extra. Increíble que periodistas den su voto al del 4to medio. https,@gabrielboric #KastSalvaraChile against adversity and clearly the debate was directed against #kast who had to defend himself against journalists potos colorados @anatel with strict times while others were given extra time. Incredible that journalists give their vote for the 4th medium. https
gabrielboric,1185294420926750720,1461069099090464772,@gabrielboric Parásito ctm,@gabrielboric Parasite ctm
gabrielboric,56203400,1461068808458842116,@gabrielboric Ahh para eso tanta plata recaudada? Para pagar artistas ,@gabrielboric Ahh for that so much money raised? To pay artists 
gabrielboric,68064686,1461068438949056514,@gabrielboric Y q pasó con la denuncia de acoso ????? Porfa cuéntanos,@gabrielboric And what happened to the harassment complaint????? Please tell us
gabrielboric,50702647,1461068295679971343,@gabrielboric Ha sido una interminable lista de contradicciones  totalitarismos  abusos sexuales  y terrorismo. Que bueno que termina gracias a dios.,@gabrielboric It's been a never-ending list of contradictions  totalitarianism  sexual abuse  and terrorism. It's a good thing it ends  thank goodness.
gabrielboric,1384930477690216449,1461067712042618882,@gabrielboric Cerdo cerdo cerdo depravado sexual m  asqueroso NO voten por este animal,@gabrielboric Pig pig depraved pig sexual m  disgusting DO NOT vote for this animal
