username,author_id,tweet_id,texto,text
sebastiansichel,24429981,1461047583770656768,@carolarousseau Excelente elección ,@carolarousseau Excellent choice 
sebastiansichel,24429981,1461024134486540298,Gracias por todo el apoyo y vamos con todo  Hernán!  #SichelPresidente #VotaSichel https,Thanks for all the support and let's go with everything  Hernán!  #SichelPresidente #VotaSichel https
sebastiansichel,24429981,1461007030060126211,@arenadarenas Todo suma!,@arenadarenas It all adds up!
sebastiansichel,24429981,1460994174820356096,La violencia se combate con todas las herramientas que contempla la ley  en especial en la Macrozona Sur. Pero también se controla con el respeto  tolerando al otro  evitando los enfrentamientos  y entendiendo que somos una sociedad diversa.   #SichelPresidente #VotaSichel https,Violence is combated with all the tools provided for by law  especially in the South Macrozone. But it is also controlled with respect  tolerating the other  avoiding confrontations  and understanding that we are a diverse society.   #SichelPresidente #VotaSichel https
sebastiansichel,24429981,1460991438494203904,@Allan_Mckenzie Gracias por tu apoyo siempre  Allan!,@Allan_Mckenzie Thank you for your support always  Allan!
sebastiansichel,24429981,1460966503252172800,Gracias por todo tu apoyo  Marcela!  #SichelPresidente #Vota4 https,Thank you for all your support  Marcela!  #SichelPresidente #Vota4 https
sebastiansichel,24429981,1460965688433127431,@c_cifuentest Gracias por tu apoyo ,@c_cifuentest Thank you for your support 
sebastiansichel,24429981,1460962191914450948,@abalosfelipe vamos vamos!,@abalosfelipe come on let's go!
sebastiansichel,24429981,1460960961276391426,Gracias Daniel por tu confianza!  #SichelPresidente #VotaSichel https,Thank you Daniel for your trust!  #SichelPresidente #VotaSichel https
sebastiansichel,24429981,1460956040715976707,Muchas gracias por tu confianza  Soledad!  #SichelPresidente https,Thank you very much for your trust  Soledad!  #SichelPresidente https
sebastiansichel,24429981,1460952056072744964,Gracias Marcela por todo tu apoyo. Y también  por la fuerza para defender ideas que son sentido común. Ante el odio y la agresión  el domingo hay esperanza. Hay un camino.   #SichelPresidente https,Thank you Marcela for all your support. And also  by force to defend ideas that are common sense. In the face of hatred and aggression  there is hope on Sunday. There's a way.   #SichelPresidente https
sebastiansichel,24429981,1460942516455366661,En la calle no nos para nadie! Más unidos que nunca  sin odio ni agresión  esta es la opción de los cambios sin violencia. Esta es la opción de la esperanza!  Este domingo 21 vota 4 #SichelPresidente #ConSichelSePuede #FelizMiercoles #Sichel https,No one stops us on the street! More united than ever  without hatred or aggression  this is the option of change without violence. This is the option of hope!  This Sunday 21 votes 4 #SichelPresidente #ConSichelSePuede #FelizMiercoles #Sichel https
sebastiansichel,24429981,1460750251569172482,@Solecarvacho @arnaldochavez11 Con todo!,@Solecarvacho @arnaldochavez11 With everything!
sebastiansichel,24429981,1460747800514236416,@pablolirar @gabrielboric Claro que #SePuede,@pablolirar @gabrielboric Of course #SePuede
sebastiansichel,24429981,1460747420652871683,Nos ponemos en modo selección! Esta noche  todos juntos apoyando a #LaRoja. Vamos #Chile! ,We get into selection mode! Tonight  all together supporting #LaRoja. Come on #Chile! 
sebastiansichel,24429981,1460680793353867277,Gracias Ignacio por todo tu apoyo! Vamos que #SePuede https,Thank you Ignacio for all your support! Let's go that #SePuede https
sebastiansichel,24429981,1460639701686120448,#SichelPresidente Transformemos estos 5 días en esperanza para un país que no requiere polarización  ni la violencia que impugna la extrema izquierda en Chile  ni la intolerancia que propugnan loa otros extremos.,#SichelPresidente Let us transform these 5 days into hope for a country that does not require polarization  neither the violence contested by the extreme left in Chile  nor the intolerance advocated by other extremes.
sebastiansichel,24429981,1460639698947219460,#SichelPresidente Para mi es vital creer en la democracia y fortalecer las redes que construyen las organizaciones comunitarias. Vamos a hacer redes para mejorar Chile  para darle esperanza al país. https,#SichelPresidente It is vital for me to believe in democracy and strengthen the networks that community organizations build. We are going to make networks to improve Chile  to give hope to the country. https
sebastiansichel,24429981,1460639686150393856,#SichelPresidente Vamos a financiar los proyectos de dirigentes de las juntas de vecinos en Chile  para que este trabajo gratuito tenga una compensación del Estado.,#SichelPresidente We are going to finance the projects of the leaders of the neighborhood boards in Chile  so that this free work will have compensation from the State.
sebastiansichel,24429981,1460639683231182852,Punto de Prensa #SichelPresidente Parte de mi compromiso va a ser fortalecer las organizaciones de barrio  a las juntas de vecinos  los clubes de adulto mayor  a aquellas personas que se esfuerzan y sacrifican gratuitamente por trabajar por su comunidad. https,Press Point #SichelPresidente Part of my commitment is going to be to strengthen neighborhood organizations  neighborhood boards  senior clubs  those who strive and sacrifice for free to work for their community. https
sebastiansichel,24429981,1460637643079774208,@jfigueroaed Muchas gracias  Jorge,@jfigueroaed Thank you very much  Jorge
sebastiansichel,24429981,1460625027699724294,@danielarauld gracias!,@danielarauld thank you!
sebastiansichel,24429981,1460624130210865156,Estamos en contacto con @MuchoGustoMEGA conversando sobre el debate de ayer. #VotaSichel #ConSichelSePuede https,We're in touch with @MuchoGustoMEGA discussing yesterday's debate. #VotaSichel #ConSichelSePuede https
sebastiansichel,24429981,1460618814245195781,@Mora_Juan gracias por la confianza,@Mora_Juan thanks for the trust
sebastiansichel,24429981,1460617450572201984,A ti  que estás a punto de votar por mí: no nos quedemos a punto. Piénsalo con la cabeza y con el corazón. Vota por ti  vota por la esperanza  vota por el futuro  vota 4.   #Sichel #SichelPresidente #ConSichelSePuede https,You  who are about to vote for me: let's not stay ready. Think about it with your head and with your heart. Vote for you  vote for hope  vote for the future  vote 4.   #Sichel #SichelPresidente #ConSichelSePuede https
sebastiansichel,24429981,1460600296829333512,Exactamente estas son las formas que deberíamos evitar en un país que necesita unidad. Nunca hay que usar como argumento político a la salud mental  porque es una problemática seria y que afecta a millones de chilenos.   Ante la polarización  esperanza. https,These are exactly the ways we should avoid in a country that needs unity. Mental health should never be used as a political argument  because it is a serious problem that affects millions of Chileans.   Faced with polarization  hope. https
sebastiansichel,24429981,1460584438866321409,@KekaBasualdo La salud mental será una prioridad de mi gobierno,@KekaBasualdo Mental health will be a priority for my government
sebastiansichel,24429981,1460583928251785221,@cocavidal ese es el espíritu!,@cocavidal that's the spirit!
sebastiansichel,24429981,1460580329568149504,Muy buenos días! Quedan 5 días para que hagamos historia. Anoche demostramos que somos la candidatura de la esperanza; hoy tenemos que confirmarlo. A dejar todo en la cancha!  Este es el momento de la gente común que logra cosas extraordinarias. Claro que se puede!  #VotaSichel,Very good morning! There are 5 days left for us to make history. Last night we proved that we are the candidacy of hope; today we have to confirm it. To leave everything on the court!  This is the time of ordinary people who achieve extraordinary things. Of course you can!  #VotaSichel
